O,H,L,C,V,T,BV
0.0017999,0.0017999,0.0017999,0.0017999,105.58662073,2018-06-05T13:52:00,0.19004535
0.00181825,0.00181937,0.00181825,0.00181937,5.49985425,2018-06-05T13:53:00,0.01000286
0.00181647,0.00181647,0.00181647,0.00181647,5.91104076,2018-06-05T14:08:00,0.01073721
0.0017999,0.0017999,0.0017999,0.0017999,2.19305783,2018-06-05T14:11:00,0.00394728
0.0017999,0.0017999,0.0017999,0.0017999,0.28527304,2018-06-05T14:13:00,0.00051346
0.0017999,0.0017999,0.0017999,0.0017999,5.33621448,2018-06-05T14:14:00,0.00960465
0.0017999,0.0017999,0.0017999,0.0017999,4,2018-06-05T14:16:00,0.00719959
0.0017999,0.0017999,0.0017999,0.0017999,15,2018-06-05T14:31:00,0.0269985
0.0017999,0.0017999,0.0017999,0.0017999,7.87260316,2018-06-05T14:42:00,0.01416989
0.00179976,0.00179976,0.00179838,0.00179838,11,2018-06-05T14:51:00,0.0197842
0.00181347,0.00181348,0.00181347,0.00181348,5.51429028,2018-06-05T14:59:00,0.01000001
0.0017989,0.0017989,0.00179889,0.00179889,96.96693141,2018-06-05T15:07:00,0.17443295
0.00179889,0.00179889,0.00179889,0.00179889,1.35676483,2018-06-05T15:08:00,0.00244067
0.00181,0.00181,0.00181,0.00181,39.84981254,2018-06-05T15:15:00,0.07212816
0.00181,0.00181,0.00181,0.00181,63.98,2018-06-05T15:18:00,0.11580379
0.00181347,0.0018169,0.00181347,0.0018169,8.41033543,2018-06-05T15:19:00,0.01527335
0.0018169,0.0018169,0.0018169,0.0018169,19.24899396,2018-06-05T15:26:00,0.03497349
0.0018169,0.0018169,0.0018169,0.0018169,8.41033543,2018-06-05T15:29:00,0.01528073
0.00181686,0.00181686,0.00181686,0.00181686,9.33326324,2018-06-05T15:39:00,0.01695723
0.00181,0.00181,0.00181,0.00181,5.06224024,2018-06-05T15:41:00,0.00916265
0.00181686,0.00181686,0.00181686,0.00181686,5.5040014,2018-06-05T15:43:00,0.00999999
0.00181682,0.00181686,0.00181682,0.00181686,5.5,2018-06-05T15:57:00,0.00999271
0.0018169,0.0018169,0.0018169,0.0018169,15.96886818,2018-06-05T15:58:00,0.02901383
0.0018169,0.001819,0.0018169,0.0018169,436.83999012,2018-06-05T15:59:00,0.79369996
0.00181631,0.00181631,0.00181631,0.00181631,8.23922287,2018-06-05T16:01:00,0.01496498
0.00181,0.00181,0.00181,0.00181,574.9296258,2018-06-05T16:02:00,1.04062257
0.00181,0.00181,0.00181,0.00181,75,2018-06-05T16:05:00,0.13575
0.00182414,0.00182414,0.00182414,0.00182414,5.48200531,2018-06-05T16:13:00,0.00999994
0.00182414,0.00182414,0.00182414,0.00182414,7.5,2018-06-05T16:17:00,0.01368105
0.00182631,0.00182631,0.00182631,0.00182631,5.47549169,2018-06-05T16:21:00,0.00999994
0.00181158,0.00181158,0.00181158,0.00181158,13.37916944,2018-06-05T16:38:00,0.02423743
0.00182449,0.00182638,0.00182449,0.00182638,13.15874448,2018-06-05T16:39:00,0.02401834
0.00181206,0.00181206,0.00181206,0.00181206,0.63532312,2018-06-05T16:41:00,0.00115124
0.00181206,0.00181206,0.00181206,0.00181206,14.07029604,2018-06-05T16:55:00,0.02549621
0.00182399,0.00182399,0.00182399,0.00182399,3.64137074,2018-06-05T16:56:00,0.00664182
0.00182416,0.00182607,0.00182416,0.00182607,25.47606139,2018-06-05T17:02:00,0.04648286
